59 65534
60 2
64 2
48 14
64 255
71 6
62 8
65 65530
66 252
66 65282
68 65519
60 18
60 65527
62 65531
64 65289
68 65283
64 15
66 0
61 8
62 253
64 251
71 2
55 2
59 5
62 65287
61 3
61 65292
58 1
56 8
59 8
61 65282
56 65524
67 65525
60 6
63 65289
55 4
56 7
69 3
61 65535
62 8
66 65527
66 3
69 22
72 250
68 65286
73 65531
72 4
60 0
74 14
70 65290
68 15
61 10
62 7
59 12
70 65535
68 65283
68 252
62 2
69 65295
60 1
71 11
65 1
51 10
57 2
64 3
66 242
56 9
79 6
67 8
66 2
68 21
56 65530
71 248
61 6
60 65282
72 17
66 253
62 12
56 10
58 13
62 254
62 9
66 2
78 14
67 250
68 65535
61 65534
72 16
66 14
70 12
70 65298
58 2
70 10
67 65532
72 0
68 65296
60 1
68 2
67 9
68 65530
64 65526
60 65534
58 0
62 65283
49 11
62 7
70 8
72 65534
67 65528
61 1
52 10
54 65285
68 65531
61 65527
62 13
52 252
57 10
64 65534
59 16
68 5
52 2
63 14
46 1
64 0
56 3
63 8
66 1
63 65285
64 2
65 6
59 65527
55 3
72 65533
69 65534
77 65290
61 254
56 0
67 251
73 11
65 243
71 24
64 65533
61 65535
68 9
67 1
56 4
62 3
62 0
56 65533
62 8
66 65528
62 5
68 8
71 6
52 6
66 1
66 10
68 10
65 65528
56 65288
53 1
57 4
68 1
70 247
66 3
70 11
67 65530
64 65283
53 65529
67 10
65 1
72 2
56 8
61 65286
55 0
68 18
61 65523
49 3
61 8
56 6
64 65288
62 65287
76 0
73 65531
60 9
64 1
62 252
60 65299
67 65534
56 65288
59 15
59 4
68 5
65 65284
65 65527
59 255
55 10
69 5
63 8
68 65529
69 5
66 65285
71 9
58 5
60 14
59 9
51 6
59 250
53 65532
52 65285
70 9
65 12
66 5
58 65534
61 5
54 8
59 17
56 7
59 5
73 3
66 8
54 65535
57 0
66 9
54 65287
58 248
49 15
61 7
58 7
60 3
60 65534
51 3
70 8
